"Date","Price","Open","High","Low","Vol.","Change %"
"04/27/2022","1,451.21","1,445.49","1,451.86","1,437.13","","-0.95%"
"04/26/2022","1,465.17","1,467.68","1,470.95","1,460.31","","0.07%"
"04/25/2022","1,464.08","1,462.95","1,468.98","1,456.14","","-1.52%"
"04/22/2022","1,486.73","1,489.16","1,490.52","1,476.89","","-1.18%"
"04/21/2022","1,504.44","1,494.87","1,505.97","1,493.55","","0.68%"
"04/20/2022","1,494.33","1,490.98","1,502.83","1,486.69","","1.08%"
"04/19/2022","1,478.35","1,480.60","1,481.67","1,468.68","","0.83%"
"04/18/2022","1,466.11","1,466.52","1,470.17","1,453.25","","-0.86%"
"04/15/2022","1,478.86","1,473.92","1,483.75","1,466.43","","-0.60%"
"04/14/2022","1,487.72","1,477.05","1,487.93","1,475.16","","0.98%"
"04/13/2022","1,473.32","1,457.30","1,475.44","1,455.93","","1.41%"
"04/12/2022","1,452.84","1,466.10","1,468.42","1,450.68","","-1.40%"
"04/11/2022","1,473.42","1,475.25","1,479.11","1,467.18","","-0.34%"
"04/08/2022","1,478.49","1,484.57","1,486.27","1,467.92","","0.21%"
"04/07/2022","1,475.39","1,480.25","1,481.02","1,466.22","","-1.53%"
"04/06/2022","1,498.27","1,507.48","1,508.27","1,495.26","","-1.34%"
"04/05/2022","1,518.60","1,533.51","1,533.78","1,513.32","","-0.29%"
"04/04/2022","1,522.98","1,517.97","1,523.15","1,513.75","","0.45%"
"04/01/2022","1,516.18","1,507.79","1,519.43","1,498.50","","-0.13%"
"03/31/2022","1,518.22","1,523.38","1,537.11","1,518.22","","-1.07%"
"03/30/2022","1,534.65","1,544.99","1,547.27","1,520.88","","-1.25%"
"03/29/2022","1,554.02","1,549.56","1,554.02","1,544.24","","0.94%"
"03/28/2022","1,539.54","1,546.46","1,546.51","1,530.66","","-0.41%"
"03/25/2022","1,545.84","1,555.45","1,556.08","1,538.84","","-0.01%"
"03/24/2022","1,546.05","1,527.57","1,546.05","1,523.00","","0.15%"
"03/23/2022","1,543.71","1,525.86","1,545.42","1,525.38","","2.39%"
"03/22/2022","1,507.75","1,497.59","1,510.20","1,497.41","","1.39%"
"03/18/2022","1,487.01","1,477.56","1,488.95","1,477.56","","0.54%"
"03/17/2022","1,479.04","1,463.99","1,482.36","1,463.43","","2.52%"
"03/16/2022","1,442.74","1,432.04","1,446.82","1,430.82","","1.58%"
"03/15/2022","1,420.36","1,409.05","1,426.62","1,408.64","","0.74%"
"03/14/2022","1,409.89","1,409.99","1,421.58","1,409.12","","0.73%"
"03/11/2022","1,399.74","1,409.63","1,412.30","1,390.97","","-1.69%"
"03/10/2022","1,423.80","1,389.85","1,424.78","1,389.54","","4.05%"
"03/09/2022","1,368.39","1,374.06","1,387.22","1,365.54","","-0.05%"
"03/08/2022","1,369.05","1,382.90","1,394.16","1,366.69","","-1.90%"
"03/07/2022","1,395.63","1,417.52","1,417.95","1,385.45","","-2.78%"
"03/04/2022","1,435.57","1,456.57","1,457.13","1,428.39","","-1.96%"
"03/03/2022","1,464.31","1,462.70","1,469.80","1,459.93","","1.23%"
"03/02/2022","1,446.52","1,458.43","1,459.44","1,444.75","","-1.97%"
"03/01/2022","1,475.52","1,480.41","1,486.91","1,474.88","","0.56%"
"02/28/2022","1,467.36","1,460.89","1,470.18","1,454.31","","0.47%"
"02/25/2022","1,460.43","1,451.91","1,462.68","1,449.63","","1.02%"
"02/24/2022","1,445.64","1,457.01","1,463.30","1,435.03","","-1.33%"
"02/22/2022","1,465.15","1,466.84","1,473.13","1,455.58","","-1.58%"
"02/21/2022","1,488.69","1,481.01","1,491.92","1,471.37","","-0.71%"
"02/18/2022","1,499.36","1,488.10","1,503.36","1,484.49","","-0.36%"
"02/17/2022","1,504.77","1,514.63","1,515.46","1,496.39","","-0.78%"
"02/16/2022","1,516.58","1,512.61","1,517.87","1,509.82","","1.70%"
"02/15/2022","1,491.26","1,506.73","1,507.12","1,484.88","","-0.89%"
"02/14/2022","1,504.59","1,510.69","1,512.78","1,491.75","","-1.66%"
"02/10/2022","1,529.97","1,530.84","1,535.82","1,519.95","","0.52%"
"02/09/2022","1,522.01","1,518.12","1,526.78","1,514.29","","0.91%"
"02/08/2022","1,508.29","1,506.04","1,514.68","1,505.55","","0.45%"
"02/07/2022","1,501.55","1,500.65","1,503.24","1,489.58","","-0.21%"
"02/04/2022","1,504.74","1,493.83","1,506.24","1,486.69","","0.54%"
"02/03/2022","1,496.65","1,500.52","1,503.63","1,494.15","","-0.84%"
"02/02/2022","1,509.35","1,489.04","1,510.27","1,487.91","","2.10%"
"02/01/2022","1,478.36","1,486.58","1,496.68","1,475.53","","0.02%"
"01/31/2022","1,478.00","1,460.40","1,482.16","1,451.61","","0.96%"
"01/28/2022","1,463.89","1,452.80","1,466.62","1,444.71","","1.87%"
"01/27/2022","1,437.07","1,483.74","1,486.93","1,431.41","","-2.59%"
"01/26/2022","1,475.27","1,482.15","1,486.30","1,470.26","","-0.26%"
"01/25/2022","1,479.14","1,496.35","1,497.10","1,467.57","","-1.71%"
"01/24/2022","1,504.82","1,490.95","1,507.67","1,484.86","","0.08%"
"01/21/2022","1,503.60","1,496.12","1,506.60","1,482.29","","-0.63%"
"01/20/2022","1,513.17","1,495.66","1,518.43","1,488.76","","1.00%"
"01/19/2022","1,498.19","1,525.05","1,528.44","1,493.11","","-2.97%"
"01/18/2022","1,544.09","1,557.11","1,563.80","1,537.13","","-0.39%"
"01/17/2022","1,550.15","1,549.78","1,560.23","1,547.28","","0.54%"
"01/14/2022","1,541.89","1,554.30","1,554.93","1,529.82","","-1.44%"
"01/13/2022","1,564.45","1,570.22","1,570.47","1,563.64","","-0.65%"
"01/12/2022","1,574.70","1,559.67","1,576.12","1,558.56","","1.61%"
"01/11/2022","1,549.69","1,555.00","1,556.93","1,538.26","","-0.45%"
"01/07/2022","1,556.73","1,567.24","1,573.20","1,545.41","","-0.06%"
"01/06/2022","1,557.60","1,582.40","1,584.48","1,557.60","","-2.06%"
"01/05/2022","1,590.36","1,588.89","1,592.10","1,585.11","","0.53%"
"01/04/2022","1,581.93","1,569.24","1,583.05","1,561.51","","2.01%"
"12/30/2021","1,550.74","1,550.41","1,557.47","1,541.28","","-0.34%"
"12/29/2021","1,555.97","1,559.23","1,564.49","1,550.81","","-0.39%"
"12/28/2021","1,562.08","1,554.85","1,562.72","1,551.81","","1.36%"
"12/27/2021","1,541.10","1,547.70","1,549.13","1,540.13","","-0.43%"
"12/24/2021","1,547.83","1,553.03","1,555.37","1,546.53","","-0.15%"
"12/23/2021","1,550.18","1,543.20","1,550.18","1,540.89","","0.93%"
"12/22/2021","1,535.94","1,540.43","1,542.78","1,531.80","","0.06%"
"12/21/2021","1,534.96","1,531.39","1,540.54","1,525.31","","1.49%"
"12/20/2021","1,512.45","1,531.79","1,534.64","1,511.42","","-2.13%"
"12/17/2021","1,545.37","1,560.85","1,565.29","1,542.17","","-1.43%"
"12/16/2021","1,567.83","1,562.09","1,568.77","1,557.09","","1.52%"
"12/15/2021","1,544.42","1,534.16","1,547.77","1,534.16","","0.55%"
"12/14/2021","1,536.04","1,537.98","1,545.24","1,530.55","","-0.19%"
"12/13/2021","1,538.99","1,549.23","1,550.80","1,538.38","","0.15%"
"12/10/2021","1,536.66","1,544.70","1,550.42","1,534.92","","-0.75%"
"12/09/2021","1,548.32","1,556.37","1,559.74","1,548.32","","-0.58%"
"12/08/2021","1,557.30","1,560.02","1,562.34","1,551.08","","0.65%"
"12/07/2021","1,547.27","1,526.30","1,551.87","1,518.36","","2.10%"
"12/06/2021","1,515.41","1,526.36","1,527.92","1,510.62","","-0.54%"
"12/03/2021","1,523.69","1,506.44","1,523.69","1,500.11","","1.57%"
"12/02/2021","1,500.14","1,498.24","1,509.75","1,495.73","","-0.52%"
"12/01/2021","1,507.91","1,503.73","1,515.42","1,491.55","","0.43%"
"11/30/2021","1,501.41","1,534.33","1,540.45","1,501.41","","-1.08%"
"11/29/2021","1,517.81","1,521.84","1,540.99","1,514.88","","-1.78%"
"11/26/2021","1,545.39","1,569.23","1,569.42","1,538.73","","-2.04%"
"11/25/2021","1,577.55","1,578.23","1,582.34","1,576.59","","0.35%"
"11/24/2021","1,571.97","1,587.74","1,594.35","1,568.72","","-1.17%"
"11/22/2021","1,590.53","1,585.42","1,592.26","1,580.48","","-0.09%"
"11/19/2021","1,592.01","1,584.26","1,593.29","1,583.16","","0.46%"
"11/18/2021","1,584.71","1,582.39","1,592.14","1,576.06","","-0.12%"
"11/17/2021","1,586.65","1,599.58","1,599.78","1,585.53","","-0.57%"
"11/16/2021","1,595.72","1,594.76","1,604.99","1,592.16","","0.13%"
"11/15/2021","1,593.62","1,596.58","1,600.81","1,590.95","","0.42%"
"11/12/2021","1,587.02","1,574.34","1,591.50","1,574.34","","1.31%"
"11/11/2021","1,566.55","1,560.09","1,570.64","1,558.70","","0.36%"
"11/10/2021","1,560.94","1,568.62","1,571.78","1,559.82","","-0.55%"
"11/09/2021","1,569.55","1,586.79","1,593.16","1,569.04","","-0.79%"
"11/08/2021","1,582.04","1,592.67","1,592.84","1,581.64","","-0.29%"
"11/05/2021","1,586.72","1,596.28","1,596.28","1,580.43","","-0.68%"
"11/04/2021","1,597.65","1,592.84","1,597.65","1,588.30","","1.19%"
"11/02/2021","1,578.80","1,581.93","1,586.29","1,575.73","","-0.62%"
"11/01/2021","1,588.70","1,574.82","1,588.78","1,571.06","","2.20%"
"10/29/2021","1,554.43","1,553.13","1,557.57","1,537.11","","0.09%"
"10/28/2021","1,553.10","1,555.39","1,558.14","1,544.33","","-0.79%"
"10/27/2021","1,565.43","1,567.41","1,570.49","1,558.44","","-0.21%"
"10/26/2021","1,568.76","1,565.27","1,573.28","1,561.75","","1.16%"
"10/25/2021","1,550.74","1,546.10","1,557.49","1,545.74","","-0.36%"
"10/22/2021","1,556.31","1,548.29","1,564.63","1,546.52","","0.08%"
"10/21/2021","1,555.10","1,572.73","1,574.80","1,554.78","","-1.34%"
"10/20/2021","1,576.23","1,582.97","1,587.17","1,574.99","","0.10%"
"10/19/2021","1,574.61","1,572.67","1,576.96","1,568.19","","0.33%"
"10/18/2021","1,569.44","1,576.79","1,576.97","1,566.07","","-0.26%"
"10/15/2021","1,573.51","1,559.91","1,573.80","1,556.83","","1.82%"
"10/14/2021","1,545.33","1,534.80","1,545.53","1,532.88","","0.72%"
"10/13/2021","1,534.33","1,537.43","1,545.68","1,532.57","","-0.44%"
"10/12/2021","1,541.09","1,549.16","1,550.51","1,538.08","","-0.64%"
"10/11/2021","1,551.07","1,524.42","1,551.07","1,522.14","","1.81%"
"10/08/2021","1,523.50","1,525.66","1,536.64","1,523.50","","1.12%"
"10/07/2021","1,506.56","1,512.00","1,521.28","1,504.43","","-0.10%"
"10/06/2021","1,508.06","1,523.78","1,536.06","1,496.16","","-0.31%"
"10/05/2021","1,512.76","1,517.52","1,520.47","1,497.78","","-1.30%"
"10/04/2021","1,532.66","1,558.12","1,558.35","1,527.21","","-0.62%"
"10/01/2021","1,542.17","1,560.72","1,568.94","1,538.72","","-2.17%"
"09/30/2021","1,576.34","1,583.97","1,585.41","1,571.04","","-0.40%"
"09/29/2021","1,582.67","1,585.48","1,588.24","1,568.54","","-2.13%"
"09/28/2021","1,617.13","1,617.50","1,618.94","1,602.70","","-0.25%"
"09/27/2021","1,621.17","1,627.72","1,634.28","1,620.02","","-0.07%"
"09/24/2021","1,622.34","1,611.66","1,622.95","1,610.60","","2.28%"
"09/22/2021","1,586.15","1,596.70","1,599.42","1,585.88","","-0.99%"
"09/21/2021","1,602.09","1,602.21","1,609.24","1,592.90","","-1.67%"
"09/17/2021","1,629.28","1,622.41","1,631.72","1,618.27","","0.44%"
"09/16/2021","1,622.21","1,631.19","1,632.47","1,615.71","","-0.28%"
"09/15/2021","1,626.84","1,630.93","1,632.83","1,621.45","","-1.04%"
"09/14/2021","1,643.92","1,634.47","1,645.19","1,632.33","","0.99%"
"09/13/2021","1,627.81","1,618.77","1,627.81","1,614.87","","0.23%"
"09/10/2021","1,624.05","1,605.73","1,624.05","1,605.73","","1.24%"
"09/09/2021","1,604.18","1,605.21","1,612.77","1,600.79","","-0.74%"
"09/08/2021","1,616.22","1,599.85","1,616.59","1,598.91","","0.77%"
"09/07/2021","1,603.80","1,598.25","1,610.26","1,596.61","","1.11%"
"09/06/2021","1,586.20","1,580.80","1,587.81","1,580.08","","1.30%"
"09/03/2021","1,565.77","1,544.20","1,568.17","1,543.30","","1.66%"
"09/02/2021","1,540.13","1,538.56","1,543.37","1,532.32","","0.14%"
"09/01/2021","1,537.98","1,525.79","1,539.57","1,525.72","","1.08%"
"08/31/2021","1,521.62","1,507.87","1,527.71","1,502.99","","0.55%"
"08/30/2021","1,513.28","1,508.95","1,513.28","1,503.53","","1.06%"
"08/27/2021","1,497.46","1,495.48","1,498.69","1,490.56","","-0.36%"
"08/26/2021","1,502.93","1,506.71","1,507.55","1,499.54","","-0.05%"
"08/25/2021","1,503.70","1,505.32","1,512.49","1,502.32","","0.08%"
"08/24/2021","1,502.46","1,496.25","1,505.86","1,496.25","","0.95%"
"08/23/2021","1,488.31","1,474.85","1,491.17","1,474.85","","1.84%"
"08/20/2021","1,461.40","1,470.93","1,478.71","1,458.68","","-0.88%"
"08/19/2021","1,474.39","1,485.39","1,488.46","1,473.86","","-1.40%"
"08/18/2021","1,495.30","1,489.43","1,501.30","1,485.83","","0.41%"
"08/17/2021","1,489.26","1,501.73","1,504.62","1,489.26","","-0.46%"
"08/16/2021","1,496.10","1,511.82","1,513.64","1,492.80","","-1.59%"
"08/13/2021","1,520.32","1,520.07","1,523.97","1,518.15","","0.15%"
"08/12/2021","1,518.08","1,525.54","1,531.82","1,517.41","","-0.04%"
"08/11/2021","1,518.65","1,512.66","1,520.54","1,511.93","","0.98%"
"08/10/2021","1,503.85","1,502.28","1,515.57","1,500.52","","0.33%"
"08/06/2021","1,498.93","1,497.25","1,501.51","1,493.98","","0.02%"
"08/05/2021","1,498.68","1,489.12","1,498.68","1,489.12","","0.46%"
"08/04/2021","1,491.82","1,496.77","1,498.30","1,489.35","","-0.46%"
"08/03/2021","1,498.74","1,496.23","1,502.43","1,491.28","","-0.46%"
"08/02/2021","1,505.62","1,488.24","1,507.38","1,488.22","","2.07%"
"07/30/2021","1,475.09","1,491.72","1,493.92","1,474.88","","-1.37%"
"07/29/2021","1,495.61","1,496.54","1,499.28","1,491.26","","0.40%"
"07/28/2021","1,489.65","1,491.32","1,499.10","1,484.68","","-0.94%"
"07/27/2021","1,503.83","1,500.91","1,506.32","1,499.45","","0.64%"
"07/26/2021","1,494.32","1,501.30","1,504.25","1,491.79","","1.08%"
"07/21/2021","1,478.36","1,485.95","1,494.63","1,474.76","","0.79%"
"07/20/2021","1,466.78","1,464.64","1,474.51","1,462.64","","-0.98%"
"07/19/2021","1,481.26","1,485.13","1,489.80","1,475.64","","-1.28%"
"07/16/2021","1,500.48","1,499.46","1,509.07","1,495.75","","-0.43%"
"07/15/2021","1,506.96","1,521.42","1,523.06","1,505.40","","-1.19%"
"07/14/2021","1,525.17","1,519.12","1,530.55","1,518.88","","-0.25%"
"07/13/2021","1,528.97","1,526.84","1,533.83","1,525.65","","0.71%"
"07/12/2021","1,518.19","1,510.68","1,520.04","1,509.97","","2.14%"
"07/09/2021","1,486.45","1,475.56","1,489.65","1,461.81","","-0.45%"
"07/08/2021","1,493.12","1,503.87","1,505.93","1,493.12","","-0.87%"
"07/07/2021","1,506.23","1,502.65","1,511.11","1,497.07","","-0.87%"
"07/06/2021","1,519.38","1,520.13","1,524.00","1,514.90","","0.29%"
"07/05/2021","1,514.99","1,515.85","1,517.28","1,510.49","","-0.38%"
"07/02/2021","1,520.83","1,512.60","1,522.98","1,511.61","","0.85%"
"07/01/2021","1,507.95","1,515.54","1,515.63","1,503.62","","-0.20%"
"06/30/2021","1,510.95","1,521.22","1,524.49","1,510.95","","-0.35%"
"06/29/2021","1,516.20","1,518.11","1,519.43","1,510.44","","-0.82%"
"06/28/2021","1,528.71","1,532.14","1,532.50","1,525.48","","0.11%"
"06/25/2021","1,526.96","1,528.14","1,529.43","1,520.82","","0.80%"
"06/24/2021","1,514.79","1,512.90","1,517.42","1,509.82","","-0.09%"
"06/23/2021","1,516.14","1,520.69","1,526.65","1,516.14","","-0.56%"
"06/22/2021","1,524.71","1,503.41","1,525.11","1,502.06","","3.20%"
"06/21/2021","1,477.38","1,491.71","1,493.12","1,469.41","","-2.47%"
"06/18/2021","1,514.84","1,527.50","1,527.54","1,514.13","","-0.88%"
"06/17/2021","1,528.26","1,534.93","1,538.24","1,524.65","","-0.63%"
"06/16/2021","1,537.99","1,536.05","1,544.31","1,535.09","","-0.02%"
"06/15/2021","1,538.32","1,528.64","1,538.99","1,526.67","","0.85%"
"06/14/2021","1,525.34","1,530.36","1,533.13","1,521.74","","0.30%"
"06/11/2021","1,520.80","1,523.16","1,525.10","1,512.97","","-0.14%"
"06/10/2021","1,522.92","1,519.03","1,527.78","1,517.21","","-0.03%"
"06/09/2021","1,523.44","1,525.96","1,528.27","1,521.97","","-0.29%"
"06/08/2021","1,527.92","1,525.63","1,532.98","1,523.46","","0.04%"
"06/07/2021","1,527.34","1,534.34","1,535.29","1,523.79","","0.07%"
"06/04/2021","1,526.32","1,521.65","1,526.85","1,515.74","","0.02%"
"06/03/2021","1,525.96","1,513.37","1,532.38","1,513.37","","0.84%"
"06/02/2021","1,513.18","1,503.40","1,516.51","1,492.68","","0.87%"
"06/01/2021","1,500.06","1,504.14","1,506.43","1,489.58","","0.13%"
"05/31/2021","1,498.05","1,511.41","1,515.43","1,495.54","","-1.29%"
"05/28/2021","1,517.57","1,506.83","1,519.53","1,506.83","","1.93%"
"05/27/2021","1,488.80","1,490.13","1,494.01","1,485.43","","-0.43%"
"05/26/2021","1,495.22","1,487.15","1,498.98","1,485.84","","0.10%"
"05/25/2021","1,493.69","1,493.71","1,494.72","1,488.53","","0.41%"
"05/24/2021","1,487.57","1,480.03","1,494.27","1,480.03","","0.43%"
"05/21/2021","1,481.16","1,476.94","1,485.53","1,475.59","","0.48%"
"05/20/2021","1,474.03","1,468.39","1,478.79","1,466.51","","-0.03%"
"05/19/2021","1,474.45","1,468.99","1,480.52","1,464.92","","-0.66%"
"05/18/2021","1,484.24","1,467.26","1,487.84","1,467.26","","1.55%"
"05/17/2021","1,461.58","1,475.84","1,476.23","1,454.15","","-0.23%"
"05/14/2021","1,464.93","1,453.67","1,469.68","1,451.62","","1.88%"
"05/13/2021","1,437.96","1,450.51","1,454.61","1,434.92","","-1.51%"
"05/12/2021","1,460.04","1,481.34","1,484.73","1,447.33","","-1.46%"
"05/11/2021","1,481.73","1,507.58","1,510.77","1,478.14","","-2.42%"
"05/10/2021","1,518.54","1,505.90","1,521.22","1,504.00","","1.03%"
"05/07/2021","1,503.02","1,501.31","1,507.08","1,497.69","","0.22%"
"05/06/2021","1,499.70","1,493.41","1,508.36","1,491.09","","1.59%"
"04/30/2021","1,476.24","1,485.96","1,488.90","1,475.21","","-0.60%"
"04/28/2021","1,485.16","1,480.11","1,489.80","1,477.55","","0.36%"
"04/27/2021","1,479.84","1,491.08","1,491.70","1,479.74","","-0.80%"
"04/26/2021","1,491.81","1,494.76","1,496.15","1,483.03","","0.20%"
"04/23/2021","1,488.88","1,485.72","1,489.14","1,480.09","","-0.38%"
"04/22/2021","1,494.59","1,485.57","1,494.70","1,480.55","","1.88%"
"04/21/2021","1,467.08","1,474.23","1,475.90","1,460.32","","-1.97%"
"04/20/2021","1,496.61","1,508.31","1,508.31","1,493.14","","-1.57%"
"04/19/2021","1,520.44","1,523.90","1,527.40","1,517.98","","-0.24%"
"04/16/2021","1,524.06","1,526.51","1,527.08","1,517.58","","0.08%"
"04/15/2021","1,522.84","1,520.12","1,531.32","1,519.65","","0.37%"
"04/14/2021","1,517.24","1,518.52","1,519.83","1,512.57","","-0.33%"
"04/13/2021","1,522.22","1,522.12","1,532.62","1,520.39","","0.19%"
"04/12/2021","1,519.29","1,529.89","1,531.03","1,519.29","","-0.31%"
"04/09/2021","1,523.94","1,523.61","1,539.24","1,522.64","","0.40%"
"04/08/2021","1,517.93","1,525.97","1,525.97","1,513.16","","-0.71%"
"04/07/2021","1,528.72","1,525.43","1,532.11","1,515.91","","0.59%"
"04/06/2021","1,519.78","1,547.25","1,547.25","1,518.01","","-1.49%"
"04/05/2021","1,542.74","1,539.78","1,545.13","1,535.29","","0.60%"
"04/02/2021","1,533.53","1,536.17","1,540.47","1,527.74","","0.73%"
"04/01/2021","1,522.41","1,533.59","1,535.50","1,519.40","","0.21%"
"03/31/2021","1,519.18","1,529.08","1,537.07","1,519.18","","-1.21%"
"03/30/2021","1,537.76","1,539.63","1,541.39","1,529.15","","-0.73%"
"03/29/2021","1,549.02","1,557.40","1,558.65","1,535.23","","0.48%"
"03/26/2021","1,541.69","1,535.70","1,543.83","1,532.69","","1.49%"
"03/25/2021","1,519.04","1,507.80","1,524.09","1,506.88","","1.37%"
"03/24/2021","1,498.47","1,518.40","1,524.42","1,495.52","","-2.14%"
"03/23/2021","1,531.18","1,553.22","1,555.14","1,531.16","","-0.88%"
"03/22/2021","1,544.79","1,550.43","1,552.77","1,537.47","","-1.18%"
"03/19/2021","1,563.25","1,550.76","1,564.94","1,550.58","","0.11%"
"03/18/2021","1,561.59","1,551.20","1,564.63","1,549.22","","1.28%"
"03/17/2021","1,541.87","1,533.43","1,542.27","1,532.46","","0.08%"
"03/16/2021","1,540.59","1,530.60","1,540.59","1,530.55","","0.59%"
"03/15/2021","1,531.48","1,524.49","1,531.48","1,520.29","","0.85%"
"03/12/2021","1,518.62","1,501.14","1,518.62","1,495.99","","1.42%"
"03/11/2021","1,497.31","1,495.47","1,499.43","1,491.09","","0.19%"
"03/10/2021","1,494.52","1,492.85","1,497.11","1,488.95","","0.14%"
"03/09/2021","1,492.45","1,481.20","1,492.82","1,474.28","","1.24%"
"03/08/2021","1,474.21","1,492.34","1,495.03","1,467.98","","-0.15%"
"03/05/2021","1,476.49","1,461.07","1,476.49","1,448.37","","0.63%"
"03/04/2021","1,467.26","1,472.16","1,475.28","1,452.52","","-1.13%"
"03/03/2021","1,483.96","1,480.32","1,484.67","1,473.14","","0.52%"
"03/02/2021","1,476.23","1,492.26","1,492.26","1,467.24","","-0.40%"
"03/01/2021","1,482.20","1,472.01","1,484.16","1,471.00","","2.01%"
"02/26/2021","1,452.98","1,484.86","1,484.86","1,452.98","","-3.30%"
"02/25/2021","1,502.54","1,502.79","1,506.52","1,499.59","","1.27%"
"02/24/2021","1,483.67","1,508.41","1,508.46","1,483.67","","-1.84%"
"02/22/2021","1,511.54","1,519.41","1,523.45","1,509.81","","0.44%"
"02/19/2021","1,504.86","1,503.47","1,509.81","1,499.31","","-0.67%"
"02/18/2021","1,514.95","1,530.21","1,534.77","1,511.31","","-0.96%"
"02/17/2021","1,529.60","1,532.07","1,535.00","1,524.15","","-0.22%"
"02/16/2021","1,533.00","1,528.00","1,541.09","1,525.58","","0.65%"
"02/15/2021","1,523.14","1,516.00","1,525.71","1,514.00","","1.10%"
"02/12/2021","1,506.55","1,508.57","1,509.67","1,501.38","","0.17%"
"02/10/2021","1,504.04","1,496.01","1,507.13","1,494.36","","0.32%"
"02/09/2021","1,499.29","1,500.23","1,504.56","1,491.98","","0.08%"
"02/08/2021","1,498.10","1,477.47","1,498.83","1,477.40","","1.80%"
"02/05/2021","1,471.68","1,463.53","1,472.52","1,459.72","","1.43%"
"02/04/2021","1,450.88","1,455.48","1,461.05","1,448.14","","-0.35%"
"02/03/2021","1,456.03","1,445.86","1,456.03","1,444.97","","1.36%"
"02/02/2021","1,436.55","1,430.18","1,437.68","1,424.61","","0.88%"
"02/01/2021","1,424.01","1,405.61","1,425.83","1,405.61","","1.21%"
"01/29/2021","1,407.04","1,435.41","1,436.21","1,406.53","","-1.63%"
"01/28/2021","1,430.40","1,423.74","1,436.71","1,416.61","","-1.23%"
"01/27/2021","1,448.23","1,445.74","1,449.86","1,441.16","","0.67%"
"01/26/2021","1,438.64","1,442.97","1,447.01","1,438.61","","-0.78%"
"01/25/2021","1,449.93","1,451.06","1,451.35","1,443.76","","0.25%"
"01/22/2021","1,446.35","1,439.61","1,448.21","1,439.27","","-0.19%"
"01/21/2021","1,449.05","1,447.05","1,455.99","1,445.47","","0.61%"
"01/20/2021","1,440.24","1,449.90","1,450.12","1,433.34","","-0.40%"
"01/19/2021","1,445.97","1,440.73","1,449.66","1,438.98","","0.63%"
"01/18/2021","1,436.85","1,436.28","1,442.46","1,432.83","","-0.65%"
"01/15/2021","1,446.20","1,460.39","1,461.50","1,444.65","","-0.85%"
"01/14/2021","1,458.67","1,447.60","1,468.84","1,446.71","","0.54%"
"01/13/2021","1,450.81","1,441.87","1,453.31","1,441.08","","0.34%"
"01/12/2021","1,445.84","1,437.67","1,448.25","1,432.99","","0.19%"
"01/08/2021","1,443.13","1,425.60","1,443.13","1,422.68","","1.61%"
"01/07/2021","1,420.28","1,411.95","1,429.14","1,411.95","","1.73%"
"01/06/2021","1,396.06","1,392.01","1,401.28","1,391.19","","0.26%"
"01/05/2021","1,392.44","1,390.73","1,397.07","1,387.64","","-0.20%"
"01/04/2021","1,395.29","1,407.20","1,408.27","1,381.16","","-0.53%"
"12/30/2020","1,402.67","1,408.81","1,411.54","1,400.27","","-0.81%"
"12/29/2020","1,414.15","1,394.28","1,414.66","1,393.47","","1.77%"
"12/28/2020","1,389.55","1,383.33","1,389.55","1,381.68","","0.65%"
"12/25/2020","1,380.57","1,380.15","1,382.32","1,378.62","","0.18%"
"12/24/2020","1,378.08","1,378.73","1,385.65","1,375.44","","0.49%"
"12/23/2020","1,371.42","1,374.85","1,375.02","1,365.79","","0.19%"
"12/22/2020","1,368.76","1,378.03","1,380.57","1,364.03","","-1.49%"
"12/21/2020","1,389.43","1,396.85","1,401.48","1,381.51","","-0.25%"
"12/18/2020","1,392.86","1,391.07","1,395.81","1,388.05","","0.05%"
"12/17/2020","1,392.22","1,386.93","1,393.68","1,382.64","","0.37%"
"12/16/2020","1,387.03","1,391.49","1,395.04","1,385.28","","0.29%"
"12/15/2020","1,382.96","1,387.76","1,389.51","1,380.16","","-0.50%"
"12/14/2020","1,389.95","1,385.85","1,401.21","1,385.75","","0.47%"
"12/11/2020","1,383.51","1,381.80","1,386.37","1,375.56","","0.29%"
"12/10/2020","1,379.57","1,378.72","1,383.07","1,375.95","","-0.16%"
"12/09/2020","1,381.73","1,366.14","1,382.11","1,366.14","","1.20%"
"12/08/2020","1,365.41","1,360.97","1,368.45","1,360.41","","-0.17%"
"12/07/2020","1,367.76","1,386.52","1,386.52","1,366.45","","-0.79%"
"12/04/2020","1,378.72","1,374.57","1,380.64","1,373.57","","0.05%"
"12/03/2020","1,378.02","1,379.31","1,384.26","1,373.01","","0.04%"
"12/02/2020","1,377.47","1,381.04","1,381.72","1,373.82","","0.32%"
"12/01/2020","1,373.03","1,371.71","1,376.52","1,367.51","","0.72%"
"11/30/2020","1,363.18","1,390.29","1,390.66","1,362.16","","-1.76%"
"11/27/2020","1,387.57","1,383.55","1,392.39","1,379.45","","0.42%"
"11/26/2020","1,381.73","1,368.18","1,382.95","1,367.16","","0.59%"
"11/25/2020","1,373.68","1,383.07","1,390.87","1,371.23","","0.40%"
"11/24/2020","1,368.25","1,361.44","1,373.69","1,361.26","","2.08%"
"11/20/2020","1,340.37","1,336.66","1,340.37","1,333.11","","-0.02%"
"11/19/2020","1,340.66","1,331.97","1,340.66","1,327.77","","0.40%"
"11/18/2020","1,335.36","1,340.30","1,340.76","1,331.07","","-0.82%"
"11/17/2020","1,346.34","1,349.86","1,350.10","1,337.97","","0.26%"
