"Date","Price","Open","High","Low","Vol.","Change %"
"10/05/2023","1,764.32","1,741.39","1,766.00","1,734.08","","2.02%"
"10/04/2023","1,729.37","1,749.20","1,752.21","1,727.73","","-2.49%"
"10/03/2023","1,773.45","1,796.21","1,796.21","1,769.57","","-1.66%"
"10/02/2023","1,803.40","1,821.86","1,835.54","1,803.40","","-0.37%"
"09/29/2023","1,810.01","1,831.10","1,831.71","1,804.08","","-0.93%"
"09/28/2023","1,827.04","1,836.66","1,842.72","1,816.48","","-1.44%"
"09/27/2023","1,853.80","1,835.81","1,853.80","1,829.23","","0.29%"
"09/26/2023","1,848.35","1,860.63","1,860.81","1,846.24","","-0.58%"
"09/25/2023","1,859.11","1,858.25","1,862.39","1,849.64","","0.35%"
"09/22/2023","1,852.66","1,840.47","1,861.36","1,836.48","","-0.34%"
"09/21/2023","1,858.98","1,872.77","1,878.23","1,857.35","","-0.99%"
"09/20/2023","1,877.50","1,897.49","1,898.32","1,876.51","","-0.97%"
"09/19/2023","1,895.86","1,887.87","1,897.38","1,883.77","","0.06%"
"09/15/2023","1,894.79","1,887.83","1,902.51","1,887.34","","0.99%"
"09/14/2023","1,876.17","1,863.98","1,880.19","1,859.66","","1.19%"
"09/13/2023","1,854.12","1,854.12","1,860.53","1,849.08","","-0.01%"
"09/12/2023","1,854.35","1,847.32","1,855.02","1,838.94","","0.84%"
"09/11/2023","1,838.85","1,845.65","1,849.91","1,834.00","","0.07%"
"09/08/2023","1,837.64","1,847.88","1,855.65","1,834.67","","-1.02%"
"09/07/2023","1,856.60","1,859.47","1,867.61","1,855.37","","-0.38%"
"09/06/2023","1,863.73","1,856.53","1,866.96","1,856.53","","0.66%"
"09/05/2023","1,851.52","1,849.88","1,853.41","1,838.47","","0.16%"
"09/04/2023","1,848.52","1,835.68","1,848.52","1,832.19","","1.02%"
"09/01/2023","1,829.93","1,813.41","1,833.70","1,812.91","","0.76%"
"08/31/2023","1,816.20","1,802.35","1,820.11","1,802.35","","0.81%"
"08/30/2023","1,801.56","1,802.50","1,809.40","1,798.93","","0.44%"
"08/29/2023","1,793.60","1,796.65","1,801.08","1,790.81","","0.12%"
"08/28/2023","1,791.39","1,779.46","1,792.60","1,778.48","","1.51%"
"08/25/2023","1,764.77","1,763.18","1,770.86","1,762.71","","-0.93%"
"08/24/2023","1,781.30","1,775.70","1,783.64","1,773.99","","0.43%"
"08/23/2023","1,773.68","1,756.62","1,774.23","1,756.62","","0.48%"
"08/22/2023","1,765.26","1,755.93","1,765.55","1,754.05","","1.10%"
"08/21/2023","1,746.02","1,746.66","1,755.69","1,740.28","","0.16%"
"08/18/2023","1,743.31","1,739.71","1,751.60","1,736.40","","-0.68%"
"08/17/2023","1,755.26","1,754.76","1,756.67","1,735.30","","-0.33%"
"08/16/2023","1,761.13","1,768.85","1,772.57","1,760.83","","-1.32%"
"08/15/2023","1,784.67","1,789.05","1,790.30","1,783.57","","0.41%"
"08/14/2023","1,777.35","1,798.15","1,804.24","1,774.27","","-1.03%"
"08/10/2023","1,795.80","1,775.60","1,796.94","1,772.49","","0.93%"
"08/09/2023","1,779.28","1,785.16","1,785.16","1,776.15","","-0.43%"
"08/08/2023","1,787.00","1,788.47","1,793.60","1,782.33","","0.38%"
"08/07/2023","1,780.15","1,763.58","1,781.31","1,762.22","","0.39%"
"08/04/2023","1,773.17","1,762.16","1,775.95","1,759.10","","0.26%"
"08/03/2023","1,768.54","1,780.12","1,781.84","1,765.95","","-1.44%"
"08/02/2023","1,794.33","1,806.06","1,815.84","1,790.03","","-1.58%"
"08/01/2023","1,823.07","1,814.86","1,823.70","1,810.20","","0.66%"
"07/31/2023","1,811.19","1,806.44","1,817.22","1,802.24","","1.40%"
"07/28/2023","1,786.15","1,771.84","1,789.79","1,757.68","","-0.22%"
"07/27/2023","1,790.17","1,775.75","1,792.16","1,773.58","","0.55%"
"07/26/2023","1,780.36","1,782.02","1,783.21","1,770.72","","-0.10%"
"07/25/2023","1,782.13","1,780.82","1,782.87","1,774.44","","0.17%"
"07/24/2023","1,779.14","1,777.38","1,783.01","1,772.82","","0.83%"
"07/21/2023","1,764.46","1,760.34","1,770.33","1,753.38","","0.09%"
"07/20/2023","1,762.89","1,775.67","1,779.72","1,761.80","","-0.81%"
"07/19/2023","1,777.22","1,772.27","1,777.22","1,766.15","","1.19%"
"07/18/2023","1,756.24","1,745.89","1,763.19","1,745.89","","0.58%"
"07/14/2023","1,746.17","1,754.06","1,760.39","1,735.40","","-0.17%"
"07/13/2023","1,749.22","1,737.23","1,754.55","1,729.41","","1.01%"
"07/12/2023","1,731.74","1,746.56","1,749.26","1,726.50","","-0.66%"
"07/11/2023","1,743.21","1,758.80","1,759.32","1,739.03","","-0.32%"
"07/10/2023","1,748.78","1,759.19","1,765.11","1,744.64","","-0.57%"
"07/07/2023","1,758.76","1,762.97","1,774.19","1,754.14","","-1.02%"
"07/06/2023","1,776.90","1,789.22","1,791.84","1,771.45","","-1.25%"
"07/05/2023","1,799.45","1,789.97","1,802.95","1,785.38","","0.02%"
"07/04/2023","1,799.06","1,803.12","1,804.56","1,795.18","","-0.68%"
"07/03/2023","1,811.30","1,800.72","1,811.88","1,800.32","","1.42%"
"06/30/2023","1,785.88","1,787.47","1,789.44","1,775.00","","-0.34%"
"06/29/2023","1,791.97","1,799.15","1,804.55","1,786.94","","-0.11%"
"06/28/2023","1,794.03","1,771.51","1,794.03","1,768.59","","2.00%"
"06/27/2023","1,758.84","1,763.69","1,766.79","1,746.35","","-0.27%"
"06/26/2023","1,763.55","1,762.05","1,771.21","1,748.23","","-0.17%"
"06/23/2023","1,766.57","1,800.73","1,802.06","1,757.68","","-1.42%"
"06/22/2023","1,791.94","1,789.13","1,803.59","1,789.13","","0.10%"
"06/21/2023","1,790.13","1,772.85","1,792.46","1,771.80","","0.48%"
"06/20/2023","1,781.49","1,780.85","1,784.36","1,769.83","","-0.33%"
"06/19/2023","1,787.39","1,803.17","1,803.37","1,778.48","","-0.50%"
"06/16/2023","1,796.32","1,790.47","1,799.40","1,779.24","","0.26%"
"06/15/2023","1,791.65","1,792.15","1,803.86","1,785.62","","-0.04%"
"06/14/2023","1,792.31","1,782.00","1,799.70","1,779.95","","1.39%"
"06/13/2023","1,767.70","1,755.37","1,773.89","1,754.99","","1.20%"
"06/12/2023","1,746.67","1,743.55","1,748.93","1,738.39","","0.60%"
"06/09/2023","1,736.20","1,721.18","1,739.15","1,720.34","","1.53%"
"06/08/2023","1,710.08","1,722.11","1,728.71","1,700.70","","-0.66%"
"06/07/2023","1,721.47","1,753.33","1,756.84","1,720.10","","-1.43%"
"06/06/2023","1,746.40","1,721.88","1,746.58","1,717.28","","0.81%"
"06/05/2023","1,732.35","1,724.03","1,732.35","1,720.93","","1.74%"
"06/02/2023","1,702.78","1,684.88","1,703.08","1,683.90","","1.55%"
"06/01/2023","1,676.81","1,661.79","1,678.09","1,659.30","","0.94%"
"05/31/2023","1,661.19","1,670.60","1,675.45","1,658.05","","-1.30%"
"05/30/2023","1,683.03","1,680.72","1,685.84","1,671.03","","-0.05%"
"05/29/2023","1,683.90","1,692.02","1,695.44","1,681.85","","0.71%"
"05/26/2023","1,672.05","1,676.00","1,681.66","1,672.05","","0.04%"
"05/25/2023","1,671.33","1,668.58","1,678.10","1,666.39","","-0.32%"
"05/24/2023","1,676.77","1,676.65","1,683.87","1,672.18","","-0.42%"
"05/23/2023","1,683.85","1,700.96","1,705.11","1,679.29","","-0.64%"
"05/22/2023","1,694.75","1,680.69","1,694.75","1,679.25","","0.67%"
"05/19/2023","1,683.48","1,687.69","1,691.37","1,681.09","","0.20%"
"05/18/2023","1,680.09","1,675.86","1,683.47","1,671.42","","1.21%"
"05/17/2023","1,660.03","1,655.89","1,661.88","1,655.15","","0.35%"
"05/16/2023","1,654.24","1,652.43","1,654.99","1,648.53","","0.60%"
"05/15/2023","1,644.36","1,638.09","1,644.37","1,635.49","","0.92%"
"05/12/2023","1,629.30","1,622.88","1,631.02","1,619.79","","0.68%"
"05/11/2023","1,618.34","1,617.16","1,620.44","1,613.96","","-0.13%"
"05/10/2023","1,620.43","1,628.60","1,628.81","1,618.25","","-0.55%"
"05/09/2023","1,629.43","1,612.47","1,629.43","1,612.38","","1.30%"
"05/08/2023","1,608.47","1,610.99","1,615.66","1,606.48","","-0.27%"
"05/02/2023","1,612.89","1,619.61","1,619.82","1,607.94","","-0.12%"
"05/01/2023","1,614.80","1,608.23","1,615.10","1,606.58","","1.03%"
"04/28/2023","1,598.29","1,592.62","1,598.29","1,583.02","","1.19%"
"04/27/2023","1,579.50","1,568.53","1,579.81","1,565.81","","0.45%"
"04/26/2023","1,572.42","1,576.51","1,577.92","1,567.15","","-0.87%"
"04/25/2023","1,586.21","1,589.08","1,595.37","1,584.97","","0.24%"
"04/24/2023","1,582.38","1,584.91","1,587.21","1,581.52","","0.09%"
"04/21/2023","1,580.96","1,578.81","1,588.84","1,578.10","","-0.25%"
"04/20/2023","1,584.85","1,578.78","1,586.91","1,576.40","","-0.06%"
"04/19/2023","1,585.76","1,584.91","1,586.47","1,579.92","","0.00%"
"04/18/2023","1,585.72","1,580.22","1,587.66","1,578.45","","0.69%"
"04/17/2023","1,574.89","1,572.49","1,575.22","1,568.46","","0.45%"
"04/14/2023","1,567.91","1,564.78","1,568.91","1,563.25","","0.54%"
"04/13/2023","1,559.48","1,554.19","1,560.17","1,552.34","","0.03%"
"04/12/2023","1,558.98","1,552.96","1,559.54","1,552.96","","0.77%"
"04/11/2023","1,547.08","1,547.05","1,552.97","1,541.82","","0.78%"
"04/10/2023","1,535.04","1,535.69","1,539.96","1,532.67","","0.56%"
"04/07/2023","1,526.45","1,526.74","1,530.46","1,524.62","","0.19%"
"04/06/2023","1,523.51","1,527.78","1,529.07","1,521.53","","-1.12%"
"04/05/2023","1,540.84","1,558.42","1,559.34","1,539.43","","-1.88%"
"04/04/2023","1,570.44","1,567.51","1,570.89","1,563.54","","0.30%"
"04/03/2023","1,565.77","1,563.82","1,568.24","1,559.03","","0.68%"
"03/31/2023","1,555.27","1,551.78","1,560.86","1,551.07","","1.05%"
"03/30/2023","1,539.11","1,540.47","1,543.30","1,532.05","","-0.59%"
"03/29/2023","1,548.25","1,529.70","1,548.25","1,526.71","","1.43%"
"03/28/2023","1,526.46","1,530.45","1,532.33","1,521.42","","0.31%"
"03/27/2023","1,521.78","1,523.25","1,525.74","1,516.84","","0.32%"
"03/24/2023","1,516.99","1,513.46","1,519.22","1,510.15","","-0.11%"
"03/23/2023","1,518.72","1,509.45","1,521.25","1,505.22","","-0.34%"
"03/22/2023","1,523.95","1,518.50","1,528.49","1,517.85","","1.76%"
"03/20/2023","1,497.63","1,512.90","1,518.83","1,497.63","","-1.48%"
"03/17/2023","1,520.15","1,514.39","1,521.31","1,510.63","","1.17%"
"03/16/2023","1,502.63","1,495.87","1,504.45","1,481.42","","-1.12%"
"03/15/2023","1,519.71","1,525.77","1,528.77","1,513.37","","0.57%"
"03/14/2023","1,511.11","1,531.39","1,531.51","1,501.78","","-2.65%"
"03/13/2023","1,552.19","1,560.00","1,560.38","1,541.65","","-1.49%"
"03/10/2023","1,575.69","1,589.42","1,592.65","1,574.63","","-1.93%"
"03/09/2023","1,606.75","1,601.40","1,607.23","1,600.92","","0.96%"
"03/08/2023","1,591.42","1,583.55","1,592.95","1,583.55","","0.28%"
"03/07/2023","1,586.90","1,579.47","1,587.98","1,579.17","","0.39%"
"03/06/2023","1,580.75","1,577.82","1,582.61","1,576.34","","0.88%"
"03/03/2023","1,566.94","1,555.64","1,568.55","1,552.91","","1.28%"
"03/02/2023","1,547.12","1,552.53","1,554.85","1,544.21","","-0.17%"
"03/01/2023","1,549.69","1,543.51","1,549.69","1,539.56","","0.20%"
"02/28/2023","1,546.58","1,550.02","1,553.29","1,544.36","","0.02%"
"02/27/2023","1,546.33","1,539.33","1,547.27","1,539.23","","0.20%"
"02/24/2023","1,543.27","1,533.66","1,544.49","1,532.34","","0.65%"
"02/22/2023","1,533.23","1,541.44","1,543.34","1,529.17","","-1.15%"
"02/21/2023","1,551.04","1,552.14","1,555.91","1,547.04","","-0.16%"
"02/20/2023","1,553.45","1,550.17","1,553.64","1,545.44","","0.37%"
"02/17/2023","1,547.78","1,544.93","1,551.86","1,544.03","","-0.46%"
"02/16/2023","1,554.87","1,551.00","1,555.91","1,548.66","","0.66%"
"02/15/2023","1,544.60","1,552.60","1,553.82","1,542.28","","-0.26%"
"02/14/2023","1,548.62","1,550.38","1,551.90","1,544.65","","0.76%"
"02/13/2023","1,536.98","1,541.98","1,544.31","1,529.81","","-0.46%"
"02/10/2023","1,544.05","1,541.72","1,553.64","1,538.59","","0.13%"
"02/09/2023","1,542.11","1,535.65","1,544.42","1,535.10","","0.03%"
"02/08/2023","1,541.60","1,543.98","1,548.00","1,538.18","","0.00%"
"02/07/2023","1,541.53","1,542.92","1,546.36","1,540.42","","0.21%"
"02/06/2023","1,538.28","1,542.46","1,546.24","1,536.08","","0.46%"
"02/03/2023","1,531.29","1,524.51","1,534.63","1,522.87","","0.34%"
"02/02/2023","1,526.07","1,533.29","1,533.99","1,523.20","","-0.35%"
"02/01/2023","1,531.50","1,540.87","1,544.99","1,530.80","","-0.15%"
"01/31/2023","1,533.75","1,544.80","1,547.52","1,532.36","","-0.44%"
"01/30/2023","1,540.59","1,540.63","1,544.19","1,536.40","","-0.04%"
"01/27/2023","1,541.23","1,542.01","1,543.07","1,536.34","","0.23%"
"01/26/2023","1,537.68","1,541.62","1,545.11","1,534.11","","-0.11%"
"01/25/2023","1,539.45","1,529.15","1,541.87","1,528.96","","0.41%"
"01/24/2023","1,533.24","1,521.93","1,534.25","1,521.93","","1.46%"
"01/23/2023","1,511.16","1,511.22","1,513.37","1,505.28","","0.94%"
"01/20/2023","1,497.06","1,486.88","1,497.66","1,485.20","","0.58%"
"01/19/2023","1,488.50","1,494.40","1,498.13","1,487.65","","-1.05%"
"01/18/2023","1,504.33","1,483.97","1,505.27","1,478.40","","1.72%"
"01/17/2023","1,478.93","1,470.08","1,480.50","1,467.69","","0.89%"
"01/16/2023","1,465.84","1,470.30","1,473.91","1,465.19","","-0.88%"
"01/13/2023","1,478.89","1,478.93","1,488.14","1,475.62","","-0.28%"
"01/12/2023","1,483.02","1,480.14","1,484.53","1,475.60","","0.41%"
"01/11/2023","1,476.95","1,468.50","1,477.47","1,468.23","","1.09%"
"01/10/2023","1,461.05","1,466.30","1,471.31","1,459.84","","0.28%"
"01/06/2023","1,457.03","1,448.69","1,460.48","1,447.29","","0.38%"
"01/05/2023","1,451.50","1,450.93","1,455.53","1,447.70","","0.08%"
"01/04/2023","1,450.31","1,457.66","1,457.95","1,444.80","","-1.20%"
"12/30/2022","1,467.92","1,476.62","1,479.65","1,467.64","","-0.22%"
"12/29/2022","1,471.14","1,469.75","1,471.26","1,460.68","","-0.79%"
"12/28/2022","1,482.92","1,481.09","1,483.24","1,474.90","","-0.05%"
"12/27/2022","1,483.64","1,487.76","1,490.74","1,483.40","","0.35%"
"12/26/2022","1,478.48","1,476.97","1,483.59","1,474.36","","0.22%"
"12/23/2022","1,475.23","1,471.89","1,476.64","1,466.95","","-0.54%"
"12/22/2022","1,483.17","1,479.12","1,484.45","1,474.23","","0.76%"
"12/21/2022","1,471.93","1,480.93","1,485.80","1,469.62","","-0.61%"
"12/20/2022","1,480.95","1,506.14","1,511.07","1,472.34","","-1.53%"
"12/19/2022","1,503.90","1,505.32","1,511.22","1,503.30","","-0.81%"
"12/16/2022","1,516.18","1,520.89","1,523.24","1,514.96","","-1.23%"
"12/15/2022","1,534.99","1,529.92","1,538.98","1,529.64","","-0.20%"
"12/14/2022","1,538.11","1,529.18","1,538.58","1,529.09","","0.61%"
"12/13/2022","1,528.84","1,535.20","1,537.34","1,527.75","","0.43%"
"12/12/2022","1,522.34","1,518.31","1,524.73","1,517.99","","-0.23%"
"12/09/2022","1,525.79","1,515.47","1,528.99","1,515.47","","1.06%"
"12/08/2022","1,509.80","1,510.75","1,511.55","1,500.51","","-0.36%"
"12/07/2022","1,515.29","1,508.70","1,520.07","1,507.90","","-0.14%"
"12/06/2022","1,517.41","1,511.00","1,519.86","1,510.74","","0.17%"
"12/05/2022","1,514.86","1,518.74","1,519.27","1,509.54","","-0.31%"
"12/02/2022","1,519.53","1,531.11","1,531.11","1,512.66","","-1.63%"
"12/01/2022","1,544.77","1,552.18","1,556.04","1,544.77","","0.08%"
"11/30/2022","1,543.51","1,542.74","1,544.75","1,535.64","","-0.35%"
"11/29/2022","1,548.89","1,550.00","1,551.22","1,543.27","","-0.57%"
"11/28/2022","1,557.78","1,568.71","1,569.71","1,552.51","","-0.68%"
"11/25/2022","1,568.49","1,569.86","1,570.85","1,565.42","","-0.07%"
"11/24/2022","1,569.60","1,566.51","1,573.39","1,566.13","","1.18%"
"11/22/2022","1,551.22","1,542.16","1,554.42","1,541.85","","1.14%"
"11/21/2022","1,533.72","1,533.96","1,536.08","1,528.32","","0.26%"
"11/18/2022","1,529.70","1,533.46","1,536.82","1,528.80","","0.02%"
"11/17/2022","1,529.32","1,527.54","1,534.74","1,527.54","","0.11%"
"11/16/2022","1,527.67","1,529.12","1,530.43","1,516.45","","-0.08%"
"11/15/2022","1,528.92","1,524.42","1,530.57","1,523.87","","0.38%"
"11/14/2022","1,523.11","1,537.06","1,537.89","1,523.11","","-1.04%"
"11/11/2022","1,539.14","1,526.90","1,541.00","1,525.45","","2.22%"
"11/10/2022","1,505.72","1,503.96","1,507.53","1,500.86","","-0.67%"
"11/09/2022","1,515.86","1,522.60","1,523.94","1,513.16","","-0.46%"
"11/08/2022","1,522.87","1,512.98","1,526.24","1,512.94","","1.24%"
"11/07/2022","1,504.21","1,500.53","1,507.54","1,498.83","","1.01%"
"11/04/2022","1,489.16","1,496.89","1,498.12","1,482.52","","-1.31%"
"11/02/2022","1,508.99","1,503.16","1,512.15","1,503.16","","0.12%"
"11/01/2022","1,507.13","1,503.43","1,507.35","1,500.39","","0.51%"
"10/31/2022","1,499.44","1,488.75","1,499.44","1,488.35","","1.61%"
"10/28/2022","1,475.65","1,472.77","1,483.01","1,470.03","","-0.34%"
"10/27/2022","1,480.70","1,489.65","1,489.65","1,480.63","","-0.66%"
"10/26/2022","1,490.59","1,489.20","1,496.60","1,489.02","","0.58%"
"10/25/2022","1,481.97","1,474.53","1,486.13","1,472.67","","1.10%"
"10/24/2022","1,465.82","1,477.88","1,479.49","1,465.70","","0.29%"
"10/21/2022","1,461.61","1,467.40","1,469.27","1,461.61","","-0.72%"
"10/20/2022","1,472.20","1,467.78","1,475.36","1,465.48","","-0.49%"
"10/19/2022","1,479.42","1,476.62","1,484.25","1,476.62","","0.18%"
"10/18/2022","1,476.69","1,477.52","1,480.14","1,467.10","","1.15%"
"10/17/2022","1,459.90","1,461.30","1,463.70","1,456.33","","-0.99%"
"10/14/2022","1,474.55","1,461.69","1,480.86","1,460.53","","2.37%"
"10/13/2022","1,440.39","1,449.15","1,449.85","1,440.39","","-0.74%"
"10/12/2022","1,451.15","1,449.64","1,457.01","1,448.42","","-0.11%"
"10/11/2022","1,452.75","1,465.38","1,466.25","1,449.79","","-1.86%"
"10/07/2022","1,480.27","1,473.79","1,485.51","1,472.09","","-0.84%"
"10/06/2022","1,492.75","1,486.47","1,499.06","1,486.47","","0.47%"
"10/05/2022","1,485.75","1,492.63","1,494.46","1,482.62","","0.34%"
"10/04/2022","1,480.73","1,457.24","1,481.04","1,456.61","","3.25%"
"10/03/2022","1,434.19","1,417.92","1,434.51","1,408.78","","0.69%"
"09/30/2022","1,424.35","1,442.07","1,444.70","1,420.04","","-1.80%"
"09/29/2022","1,450.48","1,440.54","1,453.44","1,437.96","","0.71%"
"09/28/2022","1,440.25","1,445.62","1,449.72","1,426.41","","-1.02%"
"09/27/2022","1,455.04","1,454.53","1,463.03","1,453.20","","0.48%"
"09/26/2022","1,448.07","1,469.92","1,469.92","1,447.84","","-2.75%"
"09/22/2022","1,489.03","1,479.74","1,490.97","1,478.69","","-0.25%"
"09/21/2022","1,492.70","1,502.55","1,504.08","1,492.70","","-1.39%"
"09/20/2022","1,513.75","1,517.05","1,521.65","1,511.57","","0.43%"
"09/16/2022","1,507.21","1,506.08","1,510.53","1,503.64","","-0.59%"
"09/15/2022","1,516.18","1,514.24","1,519.38","1,513.01","","0.16%"
"09/14/2022","1,513.78","1,520.68","1,521.80","1,508.90","","-2.02%"
"09/13/2022","1,544.92","1,540.68","1,545.76","1,537.37","","0.32%"
"09/12/2022","1,540.00","1,541.03","1,543.76","1,535.36","","0.76%"
"09/09/2022","1,528.44","1,523.70","1,531.99","1,522.69","","0.37%"
"09/08/2022","1,522.88","1,503.77","1,522.88","1,503.65","","2.22%"
"09/07/2022","1,489.74","1,493.52","1,493.92","1,482.45","","-0.55%"
"09/06/2022","1,498.02","1,500.43","1,507.83","1,494.78","","-0.15%"
"09/05/2022","1,500.20","1,497.92","1,502.95","1,493.87","","-0.06%"
"09/02/2022","1,501.05","1,507.51","1,508.16","1,493.69","","-0.25%"
"09/01/2022","1,504.88","1,512.61","1,516.12","1,504.08","","-1.41%"
"08/31/2022","1,526.38","1,516.84","1,526.38","1,516.19","","-0.26%"
"08/30/2022","1,530.37","1,521.96","1,531.61","1,519.58","","1.26%"
"08/29/2022","1,511.32","1,514.39","1,515.62","1,504.78","","-1.82%"
"08/26/2022","1,539.28","1,542.49","1,547.08","1,538.74","","0.15%"
"08/25/2022","1,536.93","1,534.07","1,539.56","1,530.85","","0.46%"
"08/24/2022","1,529.86","1,534.85","1,537.49","1,527.64","","-0.26%"
"08/23/2022","1,533.80","1,541.26","1,541.39","1,531.51","","-1.10%"
"08/22/2022","1,550.86","1,540.26","1,551.05","1,537.57","","-0.07%"
"08/19/2022","1,551.97","1,556.43","1,558.93","1,548.96","","0.19%"
"08/18/2022","1,548.99","1,551.00","1,552.27","1,545.02","","-0.87%"
"08/17/2022","1,562.54","1,548.49","1,562.54","1,547.95","","1.30%"
"08/16/2022","1,542.51","1,542.91","1,543.73","1,538.58","","-0.18%"
"08/15/2022","1,545.24","1,536.78","1,545.94","1,536.26","","0.65%"
"08/12/2022","1,535.25","1,520.55","1,535.26","1,519.06","","2.07%"
"08/10/2022","1,504.17","1,505.83","1,507.03","1,497.04","","-0.15%"
"08/09/2022","1,506.43","1,517.25","1,519.39","1,505.54","","-0.78%"
"08/08/2022","1,518.23","1,508.88","1,518.28","1,508.55","","0.23%"
"08/05/2022","1,514.75","1,498.57","1,515.08","1,498.57","","0.85%"
"08/04/2022","1,501.98","1,508.30","1,508.94","1,499.47","","-0.05%"
"08/03/2022","1,502.71","1,498.75","1,504.88","1,497.36","","0.32%"
"08/02/2022","1,497.92","1,515.44","1,515.91","1,496.27","","-1.80%"
"08/01/2022","1,525.35","1,512.32","1,525.35","1,507.81","","0.99%"
"07/29/2022","1,510.43","1,518.35","1,520.16","1,506.27","","-0.41%"
"07/28/2022","1,516.72","1,521.58","1,523.15","1,510.39","","0.13%"
"07/27/2022","1,514.79","1,508.82","1,517.77","1,506.34","","0.17%"
"07/26/2022","1,512.29","1,513.69","1,516.21","1,509.18","","-0.05%"
"07/25/2022","1,513.03","1,513.96","1,521.39","1,510.92","","-0.67%"
"07/22/2022","1,523.26","1,515.09","1,525.26","1,513.39","","0.27%"
"07/21/2022","1,519.13","1,510.54","1,519.52","1,507.80","","0.16%"
"07/20/2022","1,516.69","1,501.05","1,516.69","1,500.80","","2.34%"
"07/19/2022","1,482.05","1,485.05","1,485.66","1,473.36","","0.54%"
"07/15/2022","1,474.05","1,476.95","1,480.61","1,463.23","","-0.01%"
"07/14/2022","1,474.17","1,461.60","1,476.90","1,459.83","","0.22%"
"07/13/2022","1,470.97","1,470.43","1,474.97","1,468.00","","0.28%"
"07/12/2022","1,466.86","1,485.87","1,486.79","1,463.50","","-1.62%"
"07/11/2022","1,491.09","1,490.19","1,499.28","1,482.81","","1.44%"
"07/08/2022","1,469.99","1,471.66","1,485.68","1,467.50","","0.26%"
"07/07/2022","1,466.11","1,455.11","1,467.68","1,446.07","","1.49%"
"07/06/2022","1,444.52","1,451.62","1,453.75","1,440.87","","-1.27%"
"07/05/2022","1,463.13","1,465.73","1,469.06","1,457.39","","0.51%"
"07/04/2022","1,455.64","1,447.22","1,456.38","1,444.62","","1.36%"
"07/01/2022","1,436.05","1,460.19","1,464.61","1,429.68","","-1.38%"
"06/30/2022","1,456.14","1,468.73","1,472.04","1,453.27","","-1.23%"
"06/29/2022","1,474.24","1,474.91","1,479.25","1,471.55","","-0.78%"
"06/28/2022","1,485.81","1,469.02","1,485.81","1,468.89","","1.05%"
"06/27/2022","1,470.37","1,467.15","1,471.94","1,462.22","","1.14%"
"06/24/2022","1,453.77","1,442.23","1,453.93","1,438.02","","0.75%"
"06/23/2022","1,442.88","1,442.11","1,455.65","1,438.74","","-0.08%"
"06/22/2022","1,444.09","1,457.53","1,458.14","1,444.09","","-0.16%"
"06/21/2022","1,446.35","1,433.79","1,452.06","1,428.75","","2.04%"
"06/20/2022","1,417.45","1,437.99","1,438.52","1,409.32","","-0.90%"
"06/17/2022","1,430.26","1,431.78","1,436.19","1,416.94","","-1.74%"
"06/16/2022","1,455.56","1,463.23","1,475.73","1,454.15","","0.67%"
"06/15/2022","1,445.89","1,459.95","1,462.37","1,445.89","","-1.19%"
"06/14/2022","1,463.29","1,459.92","1,465.11","1,453.55","","-1.23%"
"06/13/2022","1,481.47","1,491.72","1,493.66","1,477.89","","-2.23%"
"06/10/2022","1,515.24","1,520.65","1,525.40","1,513.71","","-1.31%"
"06/09/2022","1,535.28","1,532.87","1,542.62","1,532.54","","-0.03%"
"06/08/2022","1,535.80","1,523.55","1,535.80","1,523.49","","1.19%"
"06/07/2022","1,517.69","1,517.58","1,524.85","1,515.19","","0.41%"
"06/06/2022","1,511.45","1,496.29","1,513.07","1,495.78","","0.30%"
"06/03/2022","1,506.91","1,510.90","1,513.31","1,500.44","","0.34%"
"06/02/2022","1,501.83","1,505.06","1,506.92","1,495.28","","-0.64%"
"06/01/2022","1,511.57","1,495.03","1,512.10","1,495.03","","1.34%"
"05/31/2022","1,491.53","1,494.95","1,502.15","1,490.11","","-0.51%"
"05/30/2022","1,499.12","1,485.95","1,502.31","1,483.95","","1.86%"
"05/27/2022","1,471.79","1,480.45","1,481.19","1,469.85","","0.50%"
"05/26/2022","1,464.45","1,465.75","1,475.90","1,464.45","","0.03%"
"05/25/2022","1,463.99","1,462.73","1,469.61","1,456.35","","-0.04%"
"05/24/2022","1,464.57","1,478.16","1,478.96","1,464.57","","-0.80%"
"05/23/2022","1,476.44","1,475.43","1,479.24","1,470.54","","0.90%"
"05/20/2022","1,463.34","1,451.46","1,464.62","1,449.86","","0.92%"
"05/19/2022","1,449.96","1,443.53","1,452.12","1,435.13","","-1.37%"
"05/18/2022","1,470.14","1,465.39","1,474.80","1,461.98","","1.00%"
"05/17/2022","1,455.52","1,454.80","1,459.56","1,450.18","","0.17%"
"05/16/2022","1,453.06","1,468.34","1,468.53","1,449.81","","0.01%"
"05/13/2022","1,452.94","1,432.38","1,456.56","1,431.45","","1.90%"
"05/12/2022","1,425.91","1,431.25","1,440.55","1,423.00","","-1.15%"
"05/11/2022","1,442.48","1,445.41","1,449.73","1,437.91","","-0.62%"
"05/10/2022","1,451.49","1,450.86","1,455.39","1,434.06","","-0.87%"
"05/09/2022","1,464.25","1,481.21","1,483.61","1,464.07","","-1.99%"
"05/06/2022","1,494.03","1,483.30","1,497.08","1,473.72","","0.96%"
"05/02/2022","1,479.88","1,481.72","1,490.45","1,471.32","","-0.07%"
"04/28/2022","1,480.91","1,454.70","1,482.47","1,452.09","","2.05%"
