Date,Open,High,Low,Close,Adj Close,Volume,ticker
2021-05-27,25.0,27.003000259399414,22.959999084472656,23.5,23.5,1961900,DAWN
2021-05-28,24.1200008392334,27.040000915527344,22.43000030517578,23.690000534057617,23.690000534057617,412900,DAWN
2021-06-01,23.700000762939453,24.5,19.06999969482422,21.299999237060547,21.299999237060547,534000,DAWN
2021-06-02,21.670000076293945,23.170000076293945,21.450000762939453,22.170000076293945,22.170000076293945,386500,DAWN
2021-06-03,22.170000076293945,24.389999389648438,17.194000244140625,19.0,19.0,1015400,DAWN
2021-06-04,18.43000030517578,19.5,18.07699966430664,19.010000228881836,19.010000228881836,280800,DAWN
2021-06-07,18.81999969482422,20.020000457763672,18.690000534057617,19.780000686645508,19.780000686645508,178300,DAWN
2021-06-08,19.90999984741211,20.600000381469727,19.5,20.440000534057617,20.440000534057617,81900,DAWN
2021-06-09,20.31999969482422,20.989999771118164,19.719999313354492,20.6299991607666,20.6299991607666,88200,DAWN
2021-06-10,20.649999618530273,21.110000610351562,20.0,20.520000457763672,20.520000457763672,141500,DAWN
2021-06-11,20.399999618530273,21.20599937438965,20.389999389648438,20.84000015258789,20.84000015258789,22800,DAWN
2021-06-14,20.049999237060547,21.40999984741211,20.049999237060547,20.5,20.5,17300,DAWN
2021-06-15,20.920000076293945,21.030000686645508,19.799999237060547,20.020000457763672,20.020000457763672,7500,DAWN
2021-06-16,19.760000228881836,20.690000534057617,18.959999084472656,19.229999542236328,19.229999542236328,73800,DAWN
2021-06-17,19.18000030517578,19.924999237060547,19.09000015258789,19.459999084472656,19.459999084472656,36300,DAWN
2021-06-18,19.510000228881836,21.780000686645508,19.06999969482422,21.0,21.0,113500,DAWN
2021-06-21,21.899999618530273,22.59600067138672,21.110000610351562,21.25,21.25,74000,DAWN
2021-06-22,21.600000381469727,21.729999542236328,19.8799991607666,20.350000381469727,20.350000381469727,62900,DAWN
2021-06-23,20.809999465942383,22.628000259399414,19.989999771118164,20.229999542236328,20.229999542236328,34300,DAWN
2021-06-24,20.520000457763672,20.674999237060547,19.719999313354492,20.139999389648438,20.139999389648438,25800,DAWN
2021-06-25,20.06999969482422,20.829999923706055,19.889999389648438,20.049999237060547,20.049999237060547,34100,DAWN
2021-06-28,20.170000076293945,21.299999237060547,19.850000381469727,20.170000076293945,20.170000076293945,17900,DAWN
2021-06-29,21.540000915527344,22.722000122070312,21.350000381469727,22.209999084472656,22.209999084472656,243000,DAWN
2021-06-30,22.360000610351562,23.5,22.25,22.770000457763672,22.770000457763672,129500,DAWN
2021-07-01,22.809999465942383,24.469999313354492,22.5,23.170000076293945,23.170000076293945,72800,DAWN
2021-07-02,23.170000076293945,24.290000915527344,22.724000930786133,22.850000381469727,22.850000381469727,88000,DAWN
2021-07-06,22.799999237060547,23.920000076293945,22.139999389648438,22.139999389648438,22.139999389648438,39800,DAWN
2021-07-07,22.399999618530273,23.160999298095703,20.780000686645508,21.100000381469727,21.100000381469727,103000,DAWN
2021-07-08,20.709999084472656,20.989999771118164,20.0,20.139999389648438,20.139999389648438,134100,DAWN
2021-07-09,20.139999389648438,21.75,20.08799934387207,21.75,21.75,41600,DAWN
2021-07-12,21.75,22.079999923706055,20.0,20.93000030517578,20.93000030517578,84700,DAWN
2021-07-13,21.200000762939453,21.65999984741211,20.479999542236328,20.844999313354492,20.844999313354492,81300,DAWN
2021-07-14,21.200000762939453,21.472999572753906,20.18000030517578,20.479999542236328,20.479999542236328,48300,DAWN
2021-07-15,20.760000228881836,20.760000228881836,19.760000228881836,20.0,20.0,97700,DAWN
2021-07-16,20.290000915527344,20.860000610351562,20.0,20.260000228881836,20.260000228881836,46600,DAWN
2021-07-19,20.0,21.520000457763672,20.0,21.309999465942383,21.309999465942383,64800,DAWN
2021-07-20,21.25,21.729999542236328,21.100000381469727,21.280000686645508,21.280000686645508,25000,DAWN
2021-07-21,21.625,21.625,21.25,21.56999969482422,21.56999969482422,18600,DAWN
2021-07-22,21.17099952697754,22.860000610351562,21.17099952697754,22.459999084472656,22.459999084472656,42900,DAWN
2021-07-23,22.084999084472656,22.700000762939453,21.8700008392334,22.6299991607666,22.6299991607666,49200,DAWN
2021-07-26,22.34000015258789,23.209999084472656,21.8700008392334,22.8799991607666,22.8799991607666,53000,DAWN
2021-07-27,23.100000381469727,23.639999389648438,22.200000762939453,22.579999923706055,22.579999923706055,85100,DAWN
2021-07-28,23.075000762939453,23.1299991607666,21.700000762939453,21.700000762939453,21.700000762939453,43500,DAWN
2021-07-29,22.149999618530273,23.5,21.979999542236328,23.280000686645508,23.280000686645508,42900,DAWN
2021-07-30,23.040000915527344,24.18000030517578,23.010000228881836,23.719999313354492,23.719999313354492,68300,DAWN
2021-08-02,23.940000534057617,24.559999465942383,22.850000381469727,23.90999984741211,23.90999984741211,78100,DAWN
2021-08-03,24.31999969482422,25.31999969482422,23.709999084472656,24.850000381469727,24.850000381469727,104500,DAWN
2021-08-04,24.899999618530273,25.350000381469727,22.410999298095703,24.5,24.5,65100,DAWN
2021-08-05,24.5,26.059999465942383,24.5,25.510000228881836,25.510000228881836,36000,DAWN
2021-08-06,26.0,27.200000762939453,26.0,26.8799991607666,26.8799991607666,71800,DAWN
2021-08-09,26.950000762939453,27.329999923706055,25.638999938964844,26.549999237060547,26.549999237060547,75500,DAWN
2021-08-10,26.34000015258789,26.950000762939453,25.610000610351562,25.670000076293945,25.670000076293945,85700,DAWN
2021-08-11,25.610000610351562,25.729999542236328,21.030000686645508,22.149999618530273,22.149999618530273,133200,DAWN
2021-08-12,22.399999618530273,23.3700008392334,22.15999984741211,23.059999465942383,23.059999465942383,63600,DAWN
2021-08-13,23.0,25.0,22.309999465942383,24.540000915527344,24.540000915527344,100200,DAWN
2021-08-16,24.709999084472656,24.979999542236328,23.610000610351562,24.649999618530273,24.649999618530273,76100,DAWN
2021-08-17,24.5,25.0,23.860000610351562,24.75,24.75,145800,DAWN
2021-08-18,24.75,24.989999771118164,23.625,23.899999618530273,23.899999618530273,223700,DAWN
2021-08-19,23.510000228881836,25.229999542236328,23.510000228881836,24.670000076293945,24.670000076293945,106400,DAWN
2021-08-20,24.43000030517578,25.26300048828125,24.3799991607666,25.219999313354492,25.219999313354492,56500,DAWN
2021-08-23,25.25,27.889999389648438,25.25,27.0,27.0,263200,DAWN
2021-08-24,26.809999465942383,27.21500015258789,26.139999389648438,27.0,27.0,89400,DAWN
2021-08-25,27.014999389648438,27.530000686645508,26.510000228881836,27.290000915527344,27.290000915527344,77000,DAWN
2021-08-26,27.0,28.420000076293945,27.0,27.510000228881836,27.510000228881836,159200,DAWN
2021-08-27,27.510000228881836,28.349000930786133,27.06999969482422,27.299999237060547,27.299999237060547,78900,DAWN
2021-08-30,27.31999969482422,28.049999237060547,26.450000762939453,27.420000076293945,27.420000076293945,92500,DAWN
2021-08-31,27.700000762939453,28.389999389648438,26.520000457763672,27.829999923706055,27.829999923706055,91500,DAWN
2021-09-01,28.100000381469727,28.360000610351562,27.25,27.920000076293945,27.920000076293945,88400,DAWN
2021-09-02,28.059999465942383,28.5,26.0,27.020000457763672,27.020000457763672,112600,DAWN
2021-09-03,27.0,27.93000030517578,26.71500015258789,27.540000915527344,27.540000915527344,191800,DAWN
2021-09-07,27.829999923706055,28.698999404907227,24.510000228881836,25.110000610351562,25.110000610351562,119200,DAWN
2021-09-08,25.399999618530273,26.469999313354492,24.5,26.209999084472656,26.209999084472656,66900,DAWN
2021-09-09,25.815000534057617,26.649999618530273,25.059999465942383,25.15999984741211,25.15999984741211,80400,DAWN
2021-09-10,25.15999984741211,26.299999237060547,24.8799991607666,25.770000457763672,25.770000457763672,126600,DAWN
2021-09-13,25.8799991607666,25.979999542236328,23.290000915527344,23.469999313354492,23.469999313354492,100900,DAWN
2021-09-14,23.5,25.1200008392334,23.5,24.770000457763672,24.770000457763672,107900,DAWN
2021-09-15,24.600000381469727,26.209999084472656,24.600000381469727,24.93000030517578,24.93000030517578,109100,DAWN
2021-09-16,24.799999237060547,25.399999618530273,24.469999313354492,25.229999542236328,25.229999542236328,168000,DAWN
2021-09-17,25.110000610351562,25.989999771118164,23.0,23.200000762939453,23.200000762939453,1526500,DAWN
2021-09-20,22.959999084472656,23.690000534057617,19.844999313354492,20.549999237060547,20.549999237060547,182600,DAWN
2021-09-21,20.75,22.190000534057617,20.75,22.010000228881836,22.010000228881836,82500,DAWN
2021-09-22,22.25,22.43000030517578,21.84000015258789,22.0,22.0,89000,DAWN
2021-09-23,22.31999969482422,24.989999771118164,22.155000686645508,24.34000015258789,24.34000015258789,61300,DAWN
2021-09-24,24.329999923706055,24.329999923706055,23.100000381469727,23.610000610351562,23.610000610351562,51400,DAWN
2021-09-27,23.3700008392334,24.780000686645508,23.3700008392334,24.450000762939453,24.450000762939453,92000,DAWN
2021-09-28,23.8799991607666,24.959999084472656,23.270000457763672,23.649999618530273,23.649999618530273,103200,DAWN
2021-09-29,23.809999465942383,24.079999923706055,23.0,23.850000381469727,23.850000381469727,65000,DAWN
2021-09-30,24.020000457763672,24.209999084472656,23.0,23.729999542236328,23.729999542236328,72600,DAWN
2021-10-01,23.8700008392334,24.649999618530273,23.145000457763672,24.59000015258789,24.59000015258789,82300,DAWN
2021-10-04,24.0,24.809999465942383,22.674999237060547,22.850000381469727,22.850000381469727,84000,DAWN
2021-10-05,22.850000381469727,23.8700008392334,20.399999618530273,20.860000610351562,20.860000610351562,63700,DAWN
2021-10-06,20.579999923706055,21.75,20.209999084472656,20.709999084472656,20.709999084472656,51900,DAWN
2021-10-07,20.690000534057617,21.979999542236328,20.364999771118164,21.649999618530273,21.649999618530273,38100,DAWN
2021-10-08,21.770000457763672,22.690000534057617,21.770000457763672,22.030000686645508,22.030000686645508,33500,DAWN
2021-10-11,22.1200008392334,22.1200008392334,20.68000030517578,21.100000381469727,21.100000381469727,49100,DAWN
2021-10-12,21.209999084472656,21.819000244140625,20.8700008392334,21.459999084472656,21.459999084472656,39700,DAWN
2021-10-13,21.610000610351562,23.0,21.545000076293945,22.969999313354492,22.969999313354492,33100,DAWN
2021-10-14,23.079999923706055,23.155000686645508,22.09000015258789,22.399999618530273,22.399999618530273,23800,DAWN
2021-10-15,22.809999465942383,23.437000274658203,21.59000015258789,22.149999618530273,22.149999618530273,41100,DAWN
2021-10-18,21.024999618530273,22.90999984741211,21.024999618530273,22.290000915527344,22.290000915527344,32700,DAWN
2021-10-19,22.68000030517578,23.3700008392334,21.68000030517578,23.239999771118164,23.239999771118164,57500,DAWN
2021-10-20,23.329999923706055,23.84000015258789,22.399999618530273,23.59000015258789,23.59000015258789,34700,DAWN
2021-10-21,23.31999969482422,24.030000686645508,23.229999542236328,23.799999237060547,23.799999237060547,34500,DAWN
2021-10-22,24.010000228881836,24.655000686645508,22.8799991607666,23.709999084472656,23.709999084472656,28000,DAWN
2021-10-25,23.739999771118164,24.459999084472656,23.135000228881836,24.329999923706055,24.329999923706055,38100,DAWN
2021-10-26,24.579999923706055,25.489999771118164,24.350000381469727,24.59000015258789,24.59000015258789,113600,DAWN
2021-10-27,24.5,24.5,22.020000457763672,22.239999771118164,22.239999771118164,54400,DAWN
2021-10-28,22.229999542236328,24.020000457763672,22.229999542236328,23.799999237060547,23.799999237060547,36900,DAWN
2021-10-29,23.440000534057617,24.84000015258789,22.31999969482422,24.440000534057617,24.440000534057617,51200,DAWN
2021-11-01,24.940000534057617,24.940000534057617,22.40999984741211,22.920000076293945,22.920000076293945,74000,DAWN
2021-11-02,23.200000762939453,24.979999542236328,22.8700008392334,24.81999969482422,24.81999969482422,52400,DAWN
2021-11-03,24.850000381469727,26.0,24.358999252319336,25.719999313354492,25.719999313354492,38800,DAWN
2021-11-04,25.59000015258789,26.114999771118164,25.229999542236328,25.959999084472656,25.959999084472656,25300,DAWN
2021-11-05,26.06999969482422,26.5,25.239999771118164,26.329999923706055,26.329999923706055,105700,DAWN
2021-11-08,26.299999237060547,26.6200008392334,23.889999389648438,24.829999923706055,24.829999923706055,70700,DAWN
